Protein UniProt Acc.	EC Number
A2XCT8	1.13.11.54
C5WWY0	1.13.11.-
A9SCJ6	1.13.11.54
C0NZU2	1.13.11.54
Q3M546	1.13.11.54; 1.13.11.53
A0RI45	1.13.11.54; 1.13.11.53
Q819E5	1.13.11.54; 1.13.11.53
Q5ZL43	1.13.11.54
A7MK12	1.13.11.54; 1.13.11.53
A9BVZ7	1.13.11.54; 1.13.11.53
Q0BPT8	1.13.11.54; 1.13.11.53
E9AIE8	1.13.11.54
E9EUE8	1.13.11.54
C7Z9Z4	1.13.11.54
A2CBN5	1.13.11.54; 1.13.11.53
A6V7A7	1.13.11.54; 1.13.11.53
Q4K8J5	1.13.11.54; 1.13.11.53
Q4ZVB9	1.13.11.54; 1.13.11.53
A5GJ71	1.13.11.54; 1.13.11.53
B0RSM4	1.13.11.54; 1.13.11.53
Q111G3	1.13.11.54; 1.13.11.53
Q6DIY2	1.13.11.54
A9R2Z6	1.13.11.54; 1.13.11.53
Q66E17	1.13.11.54; 1.13.11.53
C3LIA3	2.7.1.100
Q81MJ5	2.7.1.100
A9VFD6	2.7.1.100
A4W7Z0	2.7.1.100
Q66E15	2.7.1.100
B0BRW3	3.2.2.9
B7HE08	3.2.2.9
Q812S1	3.2.2.9
Q6HDF1	3.2.2.9
O32028	3.2.2.9
B7N828	3.2.2.9
B1IQI1	3.2.2.9
C4K6C1	3.2.2.9
A6T4W3	3.2.2.9
B8DE17	3.2.2.9
Q65SB6	3.2.2.9
P9WJM2	3.2.2.9
Q9CP62	3.2.2.9
Q7N841	3.2.2.9
B5F8S1	3.2.2.9
B5BL87	3.2.2.9
P60217	3.2.2.9
A9L5L1	3.2.2.9
A3QBQ0	3.2.2.9
Q32JU9	3.2.2.9
Q3Z5J8	3.2.2.9
Q7A5B0	3.2.2.9
Q7A0R5	3.2.2.9
Q81MJ1	3.1.3.87
B1X9H2	1.5.3.-
Q8FIR3	1.5.3.-
B6I9D6	1.5.3.-
A9MH03	1.5.3.-
B4T2Z2	1.5.3.-
P58525	1.5.3.-
Q3Z357	1.5.3.-
B2K770	1.5.3.-
P53944	2.1.1.-
A8XYX2	2.1.1.57
Q9NAA5	2.1.1.57
Q9W4N2	2.1.1.57
Q23223	3.6.4.-
P80184	2.1.1.86
O59640	2.1.1.86
D7DUI0	2.1.1.86
O32866	2.1.1.86
A6VHF1	2.1.1.86
Q9UBK8	1.16.1.8
B6SCF3	4.2.3.-
O30569	2.1.1.72
O31073	2.1.1.37
O52513	2.1.1.113
D8RNZ9	4.2.3.48; 4.2.3.25
P16668	2.1.1.37
Q48924	2.1.1.251
P34878	2.1.1.37
P15840	2.1.1.37
Q24MI3	2.1.1.250
P0C0W7	2.1.1.250
Q503J2	2.8.1.14
Q821S4	6.3.2.8; 6.3.2.4
O60072	3.6.4.-
Q8VCM5	2.3.2.27
Q814X9	2.5.1.7
Q6HAZ8	2.5.1.7
P70965	2.5.1.7
Q5M439	2.5.1.7
Q8R9G7	2.5.1.7
Q8XH79	2.5.1.7
Q7VAC5	2.5.1.7
Q5HE76	2.5.1.7
Q6GEV1	2.5.1.7
Q8CRM7	2.5.1.7
Q8E069	2.5.1.7
Q8P0G7	2.5.1.7
Q97QW6	2.5.1.7
Q5LYL3	2.5.1.7
Q8R6V0	2.5.1.7
A3N1T6	2.5.1.7
Q8UHW9	2.5.1.7
Q0A6H8	2.5.1.7
B9KHN2	2.5.1.7
Q3MD78	2.5.1.7
A8EVW0	2.5.1.7
Q5L9P3	2.5.1.7
Q6G226	2.5.1.7
Q1LU57	2.5.1.7
Q7VQS0	2.5.1.7
Q661E8	2.5.1.7
Q2YPB6	2.5.1.7
Q39K93	2.5.1.7
A7I1U0	2.5.1.7
Q9PP65	2.5.1.7
B9KG80	2.5.1.7
B0T791	2.5.1.7
Q5L6U5	2.5.1.7
Q8FMR0	2.5.1.7
Q4JXA4	2.5.1.7
Q0K685	2.5.1.7
Q9RVA6	2.5.1.7
C6BW35	2.5.1.7
C0QDM7	2.5.1.7
Q6AJM7	2.5.1.7
A1V9N9	2.5.1.7
B7LHP8	2.5.1.7
B1IQT4	2.5.1.7
B7NDH3	2.5.1.7
B1LGF5	2.5.1.7
B2KDP9	2.5.1.7
B0S3H8	2.5.1.7
Q8RIQ1	2.5.1.7
B3E4X8	2.5.1.7
Q7NGP3	2.5.1.7
Q0BTB8	2.5.1.7
B8F4Y1	2.5.1.7
Q2SBJ4	2.5.1.7
B8CZ07	2.5.1.7
Q2W5T9	2.5.1.7
A1U459	2.5.1.7
P0A5L3	2.5.1.7
O33159	2.5.1.7
P9WJM0	2.5.1.7
Q5F5K6	2.5.1.7
Q9K1Q9	2.5.1.7
Q2YAN2	2.5.1.7
Q5Z0X7	2.5.1.7
A5CER5	2.5.1.7
A7HQF9	2.5.1.7
Q6MEP6	2.5.1.7
Q6DAF2	2.5.1.7
Q4FNE4	2.5.1.7
B1XSU7	2.5.1.7
Q7MUW1	2.5.1.7
A3PED3	2.5.1.7
Q7V8L0	2.5.1.7
Q46JH1	2.5.1.7
A2BY07	2.5.1.7
B7UZY9	2.5.1.7
C3K8X4	2.5.1.7
B5F6V8	2.5.1.7
B5FIN7	2.5.1.7
B4TJ27	2.5.1.7
A9N756	2.5.1.7
B4TWF9	2.5.1.7
A8GK08	2.5.1.7
B8E9M3	2.5.1.7
Q12RY2	2.5.1.7
A1RNL3	2.5.1.7
Q31W66	2.5.1.7
A9L107	2.5.1.7
Q3YX52	2.5.1.7
Q01PT7	2.5.1.7
A5V4L0	2.5.1.7
B2FRX1	2.5.1.7
Q2LWV1	2.5.1.7
Q8DKS7	2.5.1.7
A5CWI9	2.5.1.7
Q8DEB6	2.5.1.7
Q8D2M5	2.5.1.7
Q7MAC1	2.5.1.7
Q4UX36	2.5.1.7
B2SJY7	2.5.1.7
B2I9M4	2.5.1.7
B0U6N8	2.5.1.7
A1JRA1	2.5.1.7
B2K403	2.5.1.7
Q1CE02	2.5.1.7
Q5NLR2	2.5.1.7
Q819Q4	1.3.1.98
Q8NTF4	1.3.1.98
Q815R9	1.3.1.98
Q6HBI9	1.3.1.98
Q6FAZ1	1.3.1.98
Q0VQP1	1.3.1.98
Q0A6K4	1.3.1.98
A8MLW8	1.3.1.98
Q2IG34	1.3.1.98
Q5PAK9	1.3.1.98
Q64RZ8	1.3.1.98
P18579	1.3.1.98
Q6G126	1.3.1.98
B2IGG2	1.3.1.98
Q660S4	1.3.1.98
O51544	1.3.1.98
B0CHL8	1.3.1.98
Q0BCG5	1.3.1.98
Q8R8Z6	1.3.1.98
Q9PM01	1.3.1.98
Q3AAE8	1.3.1.98
Q5L5A3	1.3.1.98
A9KSS3	1.3.1.98
Q313Q1	1.3.1.98
A5FNG4	1.3.1.98
A6TZL7	1.3.1.98
Q2G069	1.3.1.98
A8Z012	1.3.1.98
Q9L0L7	1.3.1.98
Q8P150	1.3.1.98
A4W0S3	1.3.1.98
A3CMQ6	1.3.1.98
A4VUI1	1.3.1.98
B9DRZ6	1.3.1.98
C1CQW7	1.3.1.98
P95837	1.3.1.98
A5GPX0	1.3.1.98
Q3ANM5	1.3.1.98
Q5SJC8	1.3.1.98
Q73RJ5	1.3.1.98
Q5E225	1.3.1.98
A0LTM4	6.3.2.8
A4SI57	6.3.2.8
Q8UDM9	6.3.2.8
B6ELH4	6.3.2.8
A6TJM2	6.3.2.8
Q2IG30	6.3.2.8
B7GK78	6.3.2.8
A0JV95	6.3.2.8
C1DQA0	6.3.2.8
A0RJS6	6.3.2.8
Q816X6	6.3.2.8
Q6HCJ2	6.3.2.8
Q5WEA8	6.3.2.8
C1EV43	6.3.2.8
Q313Q2	6.3.2.8
P61678	6.3.2.8
B8E324	6.3.2.8
B7UIE1	6.3.2.8
B5YZC7	6.3.2.8
B7M134	6.3.2.8
A1A7D6	6.3.2.8
Q0RNN9	6.3.2.8
B1YKE8	6.3.2.8
Q5NI50	6.3.2.8
B5EBQ2	6.3.2.8
Q5KW36	6.3.2.8
P61679	6.3.2.8
Q7NI67	6.3.2.8
C4K735	6.3.2.8
B2UTK2	6.3.2.8
B0US68	6.3.2.8
B4U813	6.3.2.8
Q5R0M0	6.3.2.8
Q5FIS8	6.3.2.8
Q041T4	6.3.2.8
C1D5L5	6.3.2.8
Q5ZSA5	6.3.2.8
Q03YA3	6.3.2.8
Q71Z62	6.3.2.8
Q7VEJ1	6.3.2.8
A5W8P9	6.3.2.8
B0KFS5	6.3.2.8
Q87WY6	6.3.2.8
Q2K6C2	6.3.2.8
Q92NM0	6.3.2.8
Q07PT2	6.3.2.8
Q133X2	6.3.2.8
A3PHS9	6.3.2.8
C1AU54	6.3.2.8
Q1GIV0	6.3.2.8
B5F7W5	6.3.2.8
Q57TC9	6.3.2.8
Q5PDC7	6.3.2.8
B4TXH9	6.3.2.8
Q163J1	6.3.2.8
A8G9S8	6.3.2.8
B8E699	6.3.2.8
A6WID2	6.3.2.8
Q12SC5	6.3.2.8
A3QIM0	6.3.2.8
A8H983	6.3.2.8
B5E685	6.3.2.8
Q8P2E1	6.3.2.8
Q1JIH1	6.3.2.8
B8ZLC2	6.3.2.8
B2IQY8	6.3.2.8
C0MGF5	6.3.2.8
Q3ANM4	6.3.2.8
Q8DLV5	6.3.2.8
Q9WY73	6.3.2.8
Q10XH7	6.3.2.8
C5CNF5	6.3.2.8
A5F5M8	6.3.2.8
B5FB34	6.3.2.8
B0C915	6.3.2.9
O67852	6.3.2.9
C3L713	6.3.2.9
Q732F6	6.3.2.9
B7HM33	6.3.2.9
Q819Q2	6.3.2.9
A8FCX9	6.3.2.9
A9VU74	6.3.2.9
Q6MIF8	6.3.2.9
Q493Q3	6.3.2.9
Q7W4B2	6.3.2.9
Q2YM69	6.3.2.9
B8D916	6.3.2.9
Q89AQ2	6.3.2.9
Q1BZG5	6.3.2.9
B9MQ99	6.3.2.9
A4XI02	6.3.2.9
Q9PI73	6.3.2.9
Q3AAE4	6.3.2.9
Q11GS3	6.3.2.9
Q821S1	6.3.2.9
B3EIL0	6.3.2.9
A1BJY0	6.3.2.9
B0B8Y4	6.3.2.9
B0BAL3	6.3.2.9
Q1QVG5	6.3.2.9
Q97EB9	6.3.2.9
A7GJB0	6.3.2.9
A0PXN6	6.3.2.9
A9KLU2	6.3.2.9
B1IGJ0	6.3.2.9
Q6NGC6	6.3.2.9
B7K318	6.3.2.9
Q1J147	6.3.2.9
Q313Q5	6.3.2.9
Q0TLQ1	6.3.2.9
P14900	6.3.2.9
C4Z534	6.3.2.9
A7NDX4	6.3.2.9
Q5NHK3	6.3.2.9
B9M170	6.3.2.9
B3E3Y4	6.3.2.9
C6DZK4	6.3.2.9
Q5FUJ7	6.3.2.9
A5UCX0	6.3.2.9
Q2S9Z0	6.3.2.9
Q9ZLY0	6.3.2.9
Q28NN2	6.3.2.9
Q5FKV3	6.3.2.9
B3WDY1	6.3.2.9
A8YUN8	6.3.2.9
Q9CF91	6.3.2.9
Q929Y1	6.3.2.9
Q1Q883	6.3.2.9
Q2K6B9	6.3.2.9
Q52953	6.3.2.9
Q3J4M6	6.3.2.9
Q216E0	6.3.2.9
A7NI97	6.3.2.9
Q1AVX1	6.3.2.9
Q6GHQ2	6.3.2.9
Q2FHQ4	6.3.2.9
Q49WW5	6.3.2.9
Q9S2W9	6.3.2.9
A8AW14	6.3.2.9
P0DC52	6.3.2.9
Q1JKY4	6.3.2.9
B5XMA3	6.3.2.9
C1CJF2	6.3.2.9
Q3SMH5	6.3.2.9
A7MXR3	6.3.2.9
Q8P775	6.3.2.9
Q8ZIF1	6.3.2.9
Q66EK7	6.3.2.9
Q8CZE6	6.3.2.13
Q8CZE4	6.3.2.-
Q8UDM3	6.3.2.13
Q3ME15	6.3.2.13
Q81WC7	6.3.2.13
Q8A254	6.3.2.13
Q823N2	6.3.2.13
Q8XJ99	6.3.2.13
Q8R635	6.3.2.13
A4IM04	6.3.2.13
Q4QLG3	6.3.2.13
A5UIQ7	6.3.2.13
Q9ZJC6	6.3.2.13
Q5FI54	6.3.2.-
Q047T2	6.3.2.-
Q02X53	6.3.2.-
Q38YZ5	6.3.2.-
Q04V91	6.3.2.13
Q8F4J4	6.3.2.13
A0QF47	6.3.2.13
Q8XVI2	6.3.2.13
Q9AKP0	6.3.2.13
Q8E9P3	6.3.2.-
P65480	6.3.2.7
Q1J890	6.3.2.7
Q8CWQ5	6.3.2.7
Q5M5V0	6.3.2.7
Q752H4	2.7.7.13
O93827	2.7.7.13
B7USW8	3.1.3.70
B7L8W6	3.1.3.70
B5YSI4	3.1.3.70
B7MWE2	3.1.3.70
P59286	3.1.3.70
B7NBU7	3.1.3.70
Q9UZC0	3.1.3.70
Q8U380	2.4.1.217
O94235	2.7.12.2
A1CS00	3.6.4.12
Q4WKB5	3.6.4.12
Q0CWI2	3.6.4.12
Q6FPQ3	3.6.4.12
Q6CQX2	3.6.4.12
A3GH78	3.6.4.12
A7TSV4	3.6.4.12
P30309	3.1.3.48
Q9FZH5	5.3.1.8
M4HYC8	4.2.3.147
P48964	3.1.3.48
P30304	3.1.3.48
A5D7P0	3.1.3.48
P30311	3.1.3.48
Q75AB5	5.3.1.8
P34650	5.3.1.8
Q76IQ2	5.3.1.8
Q54PA0	5.3.1.8
Q9HFU4	5.3.1.8
Q8HXX2	5.3.1.8
Q924M7	5.3.1.8
A5A6K3	5.3.1.8
P29952	5.3.1.8
Q0E459	2.7.11.24
Q9C9U4	2.7.11.24
Q84M93	2.7.11.24
Q9C5C0	2.7.11.24
Q39021	2.7.11.24
Q84UI5	2.7.11.24
Q39022	2.7.11.24
Q39024	2.7.11.24
Q39026	2.7.11.24
Q5SN53	2.7.11.24
A2QN07	2.7.11.24
Q06060	2.7.11.24
Q55CS7	3.1.3.16; 3.1.3.48
P37773	6.3.2.45
A9A1T2	1.13.11.73
Q5R513	3.4.24.64
P11914	3.4.24.64
O75439	3.4.24.64
Q5REB1	3.1.-.-
B1WC86	3.1.-.-
Q643C8	2.1.1.281
C0H3X7	2.3.2.3
Q9Y9I0	3.5.4.39
B0R6L9	3.5.4.39
B1L550	3.5.4.39
A7I5I7	3.5.4.39
A9A8Q7	3.5.4.39
Q8PXJ6	3.5.4.39
A5UM10	3.5.4.39
A6UR12	3.5.4.39
Q3IR95	3.5.4.39
Q6L2J9	4.1.2.25
Q59028	2.7.6.3
Q9KXN0	3.2.2.26
Q9KXN1	4.1.-.-
Q492E3	1.1.5.4
Q1BKI8	1.1.5.4
A8AE07	1.1.5.4
Q6NGL9	1.1.5.4
Q4JV42	1.1.5.4
Q8FP91	1.1.5.4
A1AD63	1.1.5.4
B6I1A8	1.1.5.4
Q1R9K7	1.1.5.4
C4L056	1.1.5.4
Q5L055	1.1.5.4
A5FGX2	1.1.5.4
A4TCE3	1.1.5.4
A0QVL2	1.1.5.4
Q1BAA7	1.1.5.4
A1T7G4	1.1.5.4
A1R7M9	1.1.5.4
A3PBD7	1.1.5.4
A2CBH2	1.1.5.4
Q31CB9	1.1.5.4
Q7V2Q2	1.1.5.4
Q9S3Q5	1.1.5.4
Q3AWX1	1.1.5.4
Q8D1V2	1.1.5.4
Q9PET6	1.1.5.4
A0LTM0	2.7.8.13
A5FUK7	2.7.8.13
B5ELC6	2.7.8.13
B3GZK5	2.7.8.13
Q8UDM5	2.7.8.13
B4RWY2	2.7.8.13
Q2IG26	2.7.8.13
B4UER8	2.7.8.13
Q5P6Z3	2.7.8.13
B6YS29	2.7.8.13
B7JK01	2.7.8.13
B7HM34	2.7.8.13
B9IVZ0	2.7.8.13
Q5LIJ4	2.7.8.13
Q9K9S6	2.7.8.13
A8FCX8	2.7.8.13
Q8A255	2.7.8.13
B3DQM8	2.7.8.13
B7J1N1	2.7.8.13
Q7W4B1	2.7.8.13
B5RRC2	2.7.8.13
Q1BZG6	2.7.8.13
B4E6J5	2.7.8.13
Q0BIK4	2.7.8.13
A9AJ19	2.7.8.13
A3NZL8	2.7.8.13
Q39JX3	2.7.8.13
Q63QJ4	2.7.8.13
Q3JND5	2.7.8.13
A1VYF0	2.7.8.13
B9KEZ5	2.7.8.13
Q5L520	2.7.8.13
B3EIL1	2.7.8.13
B3QLW7	2.7.8.13
Q9Z706	2.7.8.13
Q8KGD1	2.7.8.13
A4SH05	2.7.8.13
B2TS25	2.7.8.13
Q83F26	2.7.8.13
Q7TT50	2.7.11.1
Q6DT37	2.7.11.1
Q9HRW4	3.1.-.-
Q8TRL2	3.1.-.-
Q8TXI3	3.1.-.-
O26641	3.1.-.-
P62132	3.1.-.-
Q97WG9	3.1.-.-
Q66IV1	3.4.-.-
Q7SBR1	3.6.4.13
A7TE77	3.6.4.13
Q6IN84	2.1.1.-
O62251	2.1.1.-
P53123	2.1.1.168
A4QNL8	2.1.1.-
O31418	3.1.26.-
Q7NDQ2	3.1.26.-
Q67JQ0	3.1.26.-
Q2UST1	3.6.4.13
Q6CQA1	3.6.4.13
P44407	3.6.3.-
Q5X498	3.6.3.-
Q48P40	3.6.3.-
Q3IGX5	3.6.3.-
Q7N6C6	3.6.3.-
Q31YT6	3.6.3.-
Q31FG2	3.6.3.-
D5UJ42	2.4.1.250
Q0RKY6	3.5.1.103
Q2J678	3.5.1.103
Q4JUD7	3.5.1.103
D2S9Y0	3.5.1.103
Q0S424	3.5.1.103
D3PW16	3.5.1.103
C6WIA0	6.3.1.13
C7MCZ4	6.3.1.13
A5CRN7	6.3.1.13
Q6NH81	6.3.1.13
A4QEA0	6.3.1.13
A8LH67	6.3.1.13
D0LDR0	6.3.1.13
A6W933	6.3.1.13
B2HFY1	6.3.1.13
A0QZY0	6.3.1.13
A5U4F6	6.3.1.13
Q1B774	6.3.1.13
P9WJM9	6.3.1.13
A0PQV5	6.3.1.13
C8X8S1	6.3.1.13
A1SJZ6	6.3.1.13
B8H8K8	6.3.1.13
C1ASS8	6.3.1.13
C7MWX8	6.3.1.13
D1BHU9	6.3.1.13
D3Q598	6.3.1.13
D7BSS4	6.3.1.13
Q9ADA4	6.3.1.13
C9Z2Z3	6.3.1.13
Q47NV4	6.3.1.13
D5UPJ5	6.3.1.13
A0LWI8	2.3.1.189
Q7U173	2.3.1.189
Q9CBC9	2.3.1.189
B2HH13	2.3.1.189
A5WKI8	2.3.1.189
P9WJM6	2.3.1.189
P9WJM7	2.3.1.189
Q5Z297	2.3.1.189
D7GG24	2.3.1.189
A9WNI5	2.3.1.189
C1ATC6	2.3.1.189
A4FQD4	2.3.1.189
A8LYQ4	2.3.1.189
D1BE23	2.3.1.189
D3Q4A8	2.3.1.189
Q9KZV0	2.3.1.189
D2B7W7	2.3.1.189
Q47LA0	2.3.1.189
B0BK71	1.11.1.19
Q8RZV7	2.7.11.1
Q9A9I6	1.8.4.11
Q8YXZ4	1.8.4.11
P0A081	1.8.4.11
P72622	1.8.4.11
Q9LY15	1.8.4.11
P65445	1.8.4.11
Q6G9D7	1.8.4.11
Q9LY14	1.8.4.11
Q5VPG8	1.8.4.11
Q9K1N8	1.8.4.11; 1.8.4.12
A7Z5S2	1.8.4.11
B2SC53	1.8.4.11
A9MCZ5	1.8.4.11
Q8FUZ0	1.8.4.11
A9WW77	1.8.4.11
A8FL58	1.8.4.11
Q0TM63	1.8.4.11
A5CQY7	1.8.4.11
Q8FLU6	1.8.4.11
C4LG69	1.8.4.11
B7K079	1.8.4.11
B0UCG5	1.8.4.11
Q9D6Y7	1.8.4.11
Q8EVK2	1.8.4.11
P75188	1.8.4.11
A1UNG1	1.8.4.11
Q8PUD6	1.8.4.11
B9LA36	1.8.4.11
A1R7D2	1.8.4.11
Q73U14	1.8.4.11
A4SWL6	1.8.4.11
Q9HUF1	1.8.4.11
B5F3D4	1.8.4.11
Q5HG58	1.8.4.11
Q9EWF7	1.8.4.11
Q1JD56	1.8.4.11
Q48UX4	1.8.4.11
B9DRF3	1.8.4.11
B1AIS8	1.8.4.11
Q8VS50	1.8.4.11
B0U2B7	1.8.4.11
Q8ZB94	1.8.4.11
Q9M0Z5	1.8.4.12
Q0A706	1.8.4.12
Q72EK2	1.8.4.12
A7ZMP8	1.8.4.12
B7MAY9	1.8.4.12
B7NSZ8	1.8.4.12
B1XGN8	1.8.4.12
P0A747	1.8.4.12
B6IBJ9	1.8.4.12
B2VJ36	1.8.4.12
Q9CJ17	1.8.4.12
Q46EH1	1.8.4.12
P75129	1.8.4.12
Q7N400	1.8.4.12
Q12AE4	1.8.4.12
C3K735	1.8.4.12
B0KUQ0	1.8.4.12
B1J4W5	1.8.4.12
A9MFH4	1.8.4.12
B4T3Y1	1.8.4.12
P65450	1.8.4.12
Q0T4Y5	1.8.4.12
Q3Z2B6	1.8.4.12
P0A088	1.8.4.12
A8Z402	1.8.4.12
A9N292	1.8.4.12
P0DC42	1.8.4.12
P0DC43	1.8.4.12
C5BR54	1.8.4.12
B8GMG5	1.8.4.12
C3LNU9	1.8.4.12
Q7MMC4	1.8.4.12
A1JQG8	1.8.4.12
A3N3C8	1.8.5.-
B7MCM4	1.8.5.-
A4FV42	2.1.1.-
Q9CQL0	2.1.1.-
A6QP81	2.1.1.-
Q8BLU2	2.1.1.-
Q58DC7	2.1.1.-
Q8C436	2.1.1.-
Q48949	2.1.1.246
P54462	2.8.4.5
Q9KC82	3.5.4.28; 3.5.4.31
A4XJI3	3.5.4.28; 3.5.4.31
B1I2P4	3.5.4.28; 3.5.4.31
A4J675	3.5.4.28; 3.5.4.31
B5YDN9	3.5.4.28; 3.5.4.31
Q9HN51	3.5.4.28; 3.5.4.31
Q67NQ5	3.5.4.28; 3.5.4.31
Q9X034	3.5.4.28; 3.5.4.31
E3XFR6	2.4.2.28
D4ZX35	2.1.1.37
C0NRX4	2.4.2.28
Q3MHF7	2.4.2.28
A0RVQ7	2.4.2.28
A9WAL0	2.4.2.28
Q59ST1	2.4.2.28
Q291H4	2.4.2.28
Q1INC3	2.4.2.28
Q8ZTB2	2.4.2.28
O57865	2.4.2.28
Q97W94	2.4.2.28
Q8DJE4	2.4.2.28
Q4PH43	2.4.2.28
Q07938	2.4.2.28
A6WWI2	2.1.1.72
P58970	2.1.1.249
P58972	2.1.1.249
P06530	2.1.1.37
P0CAW2	2.1.1.72
Q2NHQ2	1.5.98.1
Q29LW1	2.1.1.-
Q1DP56	1.1.1.17
Q2YYE8	1.1.1.17
P63955	1.1.1.17
Q6G7F3	1.1.1.17
B9DM96	1.1.1.17
Q02418	1.1.1.17
C1C5D6	1.1.1.17
B8ZLG6	1.1.1.17
C1CCG5	1.1.1.17
C4L8P4	1.1.1.17
Q9KKQ6	1.1.1.17
Q7MP60	1.1.1.17
B0KCW3	1.1.1.17
A9R4F6	1.1.1.17
A4TGP0	1.1.1.17
P96574	2.7.1.197
Q58392	2.1.1.113
Q5R9S3	3.1.3.95; 3.1.3.64
Q6AXQ4	3.1.3.95; 3.1.3.64
Q58893	2.1.1.113
C5GGA4	4.2.1.109
Q7PS09	4.2.1.109
B8NSW2	4.2.1.109
Q2UUH5	4.2.1.109
A7GS62	4.2.1.109
A8FCH0	4.2.1.109
A9VFE1	4.2.1.109
Q0VCJ2	4.2.1.109
A7Z3X6	4.2.1.109
Q5L1E0	4.2.1.109
Q2SKZ2	4.2.1.109
B5XZV4	4.2.1.109
C4R7D9	4.2.1.109
A7RH72	4.2.1.109
Q02KH3	4.2.1.109
Q3KFI9	4.2.1.109
B2WCB2	4.2.1.109
A3LVM9	4.2.1.109
B4STR2	4.2.1.109
B8LXM1	4.2.1.109
A7TET7	4.2.1.109
B0RSM5	4.2.1.109
Q5H0X8	4.2.1.109
B2I5X2	4.2.1.109
Q6CBB0	4.2.1.109
P47095	4.2.1.109
Q0RQV6	3.1.3.77
Q7V8Y7	3.1.3.77
Q9I340	3.1.3.77
Q4ZVB8	3.1.3.77
A1S1N0	3.1.3.77
A6WHG9	3.1.3.77
B2FPP2	3.1.3.77
A9SDW6	1.13.11.54
A8X409	1.13.11.-
F6HDT7	1.13.11.54
Q7XNS7	1.13.11.54
A5FUG5	1.13.11.54; 1.13.11.53
O67785	1.13.11.54; 1.13.11.53
Q731Q9	1.13.11.54; 1.13.11.53
Q635P0	1.13.11.54; 1.13.11.53
Q81MI9	1.13.11.54; 1.13.11.53
C3ZAH2	1.13.11.54
C4YCU0	1.13.11.54
A8ANI2	1.13.11.54; 1.13.11.53
A5EES7	1.13.11.54; 1.13.11.53
A7HU87	1.13.11.54; 1.13.11.53
Q884P2	1.13.11.54; 1.13.11.53
Q9I341	1.13.11.54; 1.13.11.53
A4FFQ4	1.13.11.54; 1.13.11.53
A8GAB0	1.13.11.54; 1.13.11.53
B2FPP3	1.13.11.54; 1.13.11.53
Q828K8	1.13.11.54; 1.13.11.53
Q3AI20	1.13.11.54; 1.13.11.53
Q4UU50	1.13.11.54; 1.13.11.53
Q2P3W5	1.13.11.54; 1.13.11.53
Q8P9N4	1.13.11.54; 1.13.11.53
B0U3A5	1.13.11.54; 1.13.11.53
Q03677	1.13.11.54
Q731R6	2.7.1.100
A7GS57	2.7.1.100
Q65KK1	2.7.1.100
Q635P6	2.7.1.100
C5D7U6	2.7.1.100
A7FLL0	2.7.1.100
A9R2Z4	2.7.1.100
P57306	3.2.2.9
B8D7B4	3.2.2.9
A7ZHQ1	3.2.2.9
B7MBE2	3.2.2.9
B7MP21	3.2.2.9
B7UIK6	3.2.2.9
B7LGM1	3.2.2.9
B5Z0D9	3.2.2.9
Q1RG29	3.2.2.9
B2VE28	3.2.2.9
P0AF13	3.2.2.9
Q4QL83	3.2.2.9
A5UIX8	3.2.2.9
Q0I5K4	3.2.2.9
A0AIU3	3.2.2.9
A6W3C9	3.2.2.9
Q57T48	3.2.2.9
B5RHE5	3.2.2.9
A9N0Q5	3.2.2.9
Q12KE6	3.2.2.9
Q8EHA7	3.2.2.9
P0AF15	3.2.2.9
Q9X0L3	3.2.2.9
P96122	3.2.2.9
C3LQF1	3.2.2.9
Q87SE5	3.2.2.9
Q7MNT0	3.2.2.9
Q81MJ2	5.3.2.5
C1EQR1	5.3.2.5
O31666	5.3.2.5
C4KZ51	3.1.3.87
A8YIE1	3.1.3.87
Q9JLN9	2.7.11.1
Q9Z701	6.3.2.8; 6.3.2.4
P0A9H2	3.2.2.28
B6I441	3.2.2.28
C6DKG5	3.2.2.28
B5FHU7	3.2.2.28
B4TI63	3.2.2.28
Q5PKX5	3.2.2.28
B4TVU6	3.2.2.28
Q7CPR7	3.2.2.28
B2U1S3	3.2.2.28
Q7XJ98	2.4.1.-
Q5KUL0	2.5.1.7
Q38WK8	2.5.1.7
Q6G7L0	2.5.1.7
Q931H5	2.5.1.7
Q8E5W8	2.5.1.7
Q8E091	2.5.1.7
P65458	2.5.1.7
Q5XCX7	2.5.1.7
B1IBM3	2.5.1.7
Q67Q46	2.5.1.7
Q630R4	2.5.1.7
Q65DU2	2.5.1.7
P19670	2.5.1.7
Q38V49	2.5.1.7
Q71WM7	2.5.1.7
P65457	2.5.1.7
B9JR47	2.5.1.7
B6EMB5	2.5.1.7
Q2IMV5	2.5.1.7
Q5PBP4	2.5.1.7
O67315	2.5.1.7
A8IC24	2.5.1.7
Q64PY6	2.5.1.7
A5VNK4	2.5.1.7
P57466	2.5.1.7
Q89AE9	2.5.1.7
A8FLR7	2.5.1.7
A1VZK1	2.5.1.7
Q9A5U7	2.5.1.7
B3EGH6	2.5.1.7
B3QM48	2.5.1.7
B3QX75	2.5.1.7
O84461	2.5.1.7
A7FZC7	2.5.1.7
Q6NFK1	2.5.1.7
B6J0U7	2.5.1.7
Q83DI0	2.5.1.7
Q46WL0	2.5.1.7
C1CX71	2.5.1.7
B8DMV2	2.5.1.7
A8ZWM4	2.5.1.7
Q8X9J9	2.5.1.7
A8A504	2.5.1.7
Q0TCS1	2.5.1.7
B6I1R2	2.5.1.7
